454	0002-01A	RGB Lights	*	*	*	*	454-0002-01A RGB Lights
139	0007	VeroBoard 40x60	*	*	*	*	139-0007 VeroBoard 40x60
139	0008	VeroBoard 50x70	*	*	*	*	139-0008 VeroBoard 50x70
214	0034-01A	Go Pro Clamp Sleeve	*	*	*	*	214-0034-01A Go Pro Clamp Sleeve
139	0009	"Power Supply, 24V, 5 A, Din Rail  - Meanwell"	Amazon	B00UR98FSS	*	*	"139-0009 Power Supply, 24V, 5 A, Din Rail  - Meanwell"
139	0010	"VFD, 5.5kW, Fuling DZB312  - Meanwell"	Amazon	Fuling	*	*	"139-0010 VFD, 5.5kW, Fuling DZB312  - Meanwell"
139	0011	"Power Supply, 12V, 1.6A, DIN - Meanwell"	Amazon	B00DECZVY6	*	*	"139-0011 Power Supply, 12V, 1.6A, DIN - Meanwell"
140	0005	"Webbed Slotted Angle Plate - 4-1/2"" x 3-1/2"" x 3"""	Amazon	B00N41G178	*	*	"140-0005 Webbed Slotted Angle Plate - 4-1/2"" x 3-1/2"" x 3"""
214	0035-01A	"Plate, Spindle Power Plug - Softjaw CNC Electronics Enclosure"	*	*	*	*	"214-0035-01A Plate, Spindle Power Plug - Softjaw CNC Electronics Enclosure"
119	0017	"Brake, Spring Applied, NEMA23 24V - PN MPC023-24-CRI"	Automation4Less	MPC023-24-CRI	197	1	"119-0017 Brake, Spring Applied, NEMA23 24V - PN MPC023-24-CRI"
119	0018	"500mm Ballscrew Assy - SFU1605 with BK12, BF12"	Amazon	*	*	*	"119-0018 500mm Ballscrew Assy - SFU1605 with BK12, BF12"
119	0019	Shaft Adapter 8mmx10mm	Amazon	*	*	*	119-0019 Shaft Adapter 8mmx10mm
214	0036-01A	"USB, SD Card Holder"	*	*	*	*	"214-0036-01A USB, SD Card Holder"
214	0037-01A	Masso Relay Mounting Board - Softjaw CNC	*	*	*	*	214-0037-01A Masso Relay Mounting Board - Softjaw CNC
214	0038-01A	DIN Terminal Spacer	*	*	*	*	214-0038-01A DIN Terminal Spacer
214	0039-01A	E-Stop Plate - Softjaw CNC Assy	*	*	*	*	214-0039-01A E-Stop Plate - Softjaw CNC Assy
219	0004-01A	Be Someone Yard Sign	*	*	*	*	219-0004-01A Be Someone Yard Sign
214	0040-01A	Monstera Coaster Holder	*	*	*	*	214-0040-01A Monstera Coaster Holder
450	0003-01A	Monstera Coaster 6 Pack Assy	*	*	*	*	450-0003-01A Monstera Coaster 6 Pack Assy
214	0041-01A	ER32 Collet Holder	*	*	*	*	214-0041-01A ER32 Collet Holder
214	0042-01A	Optical Center Punch Holder	*	*	*	*	214-0042-01A Optical Center Punch Holder
141	0001	ISo30 Toolholder	*	*	*	*	141-0001 ISo30 Toolholder
214	0043-01A	ISO30 Tool holder Case	*	*	*	*	214-0043-01A ISO30 Tool holder Case
214	0044-01A	Table Saw Knob - Grizzly	*	*	*	*	214-0044-01A Table Saw Knob - Grizzly
210	0017-01A	Metal Stock Rack	*	*	*	*	210-0017-01A Metal Stock Rack
450	0004-01A	Metal Stock Rack Assy	*	*	*	*	450-0004-01A Metal Stock Rack Assy
215	0002-01A	Incra CleanSweep BenchDog Adapter Plate	*	*	*	*	215-0002-01A Incra CleanSweep BenchDog Adapter Plate
210	0018-01A	Edison Phonograph Gear	*	*	*	*	210-0018-01A Edison Phonograph Gear
							
